timestamp,src_ip,dst_ip,src_port,dst_port,protocol,bytes_sent,bytes_received,bytes_total,hour,dow,is_web,is_internal_traffic,temporal_score,relational_score,xgb_proba,threat_category
2026-03-09 09:33:23.428335,192.168.7.164,111.197.138.199,33912,3389,TCP,153,946,1099,9,0,0,0,0.023504849183101653,0.023319858849665212,0.030833669730808283,Normal
2026-03-09 09:33:52.428335,192.168.7.83,164.75.181.188,49240,445,TCP,1047,4459,5506,9,0,0,0,0.0237589159154181,0.010266027665458323,0.06791635217170981,Normal
2026-03-09 09:34:33.428335,192.168.3.113,108.239.86.151,34847,53,UDP,933,6339,7272,9,0,0,0,0.023362382764148166,0.014255956080326999,0.07758269975421117,Normal
2026-03-09 09:40:38.428335,192.168.3.112,166.91.165.117,15698,8080,TCP,870,1169,2039,9,0,1,0,0.023537084226874845,0.03696788610524927,0.08408916448908962,Normal
2026-03-09 09:35:32.428335,192.168.8.131,186.53.244.108,3371,445,UDP,1052,3961,5013,9,0,0,0,0.03193265477561406,0.000597421834740125,0.1512224107271063,Normal
2026-03-09 09:39:54.428335,192.168.10.119,201.164.14.99,41015,80,UDP,1229,4771,6000,9,0,1,0,0.028774054382593867,0.033231520963355105,0.10098963116836254,Normal
2026-03-09 09:34:53.428335,192.168.5.88,23.190.217.216,10807,53,TCP,1990,4127,6117,9,0,0,0,0.015432466279311365,0.014250055691823348,0.046824765264309974,Normal
2026-03-09 09:35:13.428335,192.168.8.193,11.91.148.197,11626,3389,TCP,1116,2391,3507,9,0,0,0,0.022670211740842557,0.015676521230745324,0.06686384839990167,Normal
2026-03-09 09:38:51.428335,192.168.2.216,189.241.40.157,40005,445,TCP,1866,1383,3249,9,0,0,0,0.015583973547888002,0.014250442220457736,0.10095421577327694,Normal
2026-03-09 09:38:13.428335,192.168.10.165,23.191.174.167,27552,80,TCP,1770,6243,8013,9,0,1,0,0.01678207676503876,0.032194827602293766,0.0,Normal
2026-03-09 09:31:49.428335,192.168.8.21,167.234.249.119,20961,22,TCP,855,2823,3678,9,0,0,0,0.02961748401033052,0.012828643762133956,0.08579928012511105,Normal
2026-03-09 09:38:04.428335,192.168.4.178,168.14.171.245,50716,3389,TCP,1731,6059,7790,9,0,0,0,0.015575261761755482,0.018592585646939573,0.09763223333424431,Normal
2026-03-09 09:37:57.428335,192.168.8.50,62.30.160.61,60913,53,TCP,290,4833,5123,9,0,0,0,0.23515856512567426,0.0,0.6142718685162522,Suspicious Login
2026-03-09 09:33:30.428335,192.168.9.244,192.168.8.239,13461,53,UDP,192,5525,5717,9,0,0,1,0.014800481568827786,0.28364207110706147,0.5593664635305788,Privilege Abuse
2026-03-09 09:33:01.428335,192.168.8.241,1.177.52.42,46593,445,TCP,179,1355,1534,9,0,0,0,0.029966235242861197,0.015309185837292225,0.043101250073442315,Normal
2026-03-09 09:34:23.428335,192.168.10.188,27.180.100.3,23181,445,UDP,72,3925,3997,9,0,0,0,0.02420188519046955,0.0175962239627512,0.04945187380700267,Normal
2026-03-09 09:32:21.428335,192.168.3.26,47.67.171.109,48107,3389,TCP,851,2675,3526,9,0,0,0,0.0018129365140118966,0.027421974926716785,0.06955367941911772,Normal
2026-03-09 09:33:40.428335,192.168.1.198,108.12.242.40,50720,80,TCP,1222,7460,8682,9,0,1,0,0.027412054022066274,0.010882619949569223,0.0,Normal
2026-03-09 09:38:27.428335,192.168.10.93,93.253.151.229,11081,8080,TCP,1721,6625,8346,9,0,1,0,0.015396127971356073,0.0240199318926149,0.17809811448041046,Normal
2026-03-09 09:35:08.428335,192.168.4.240,69.25.174.110,59239,22,UDP,1478,7674,9152,9,0,0,0,0.12099194789939252,0.011675761954624178,0.5834588097628485,Suspicious Login
2026-03-09 09:33:27.428335,192.168.0.63,150.136.163.57,11228,22,UDP,993,1223,2216,9,0,0,0,0.00930353186521267,0.012882384843123911,0.09827276324362946,Normal
2026-03-09 09:35:41.428335,192.168.2.82,104.46.236.165,10795,80,UDP,431,6558,6989,9,0,1,0,0.011828335200165725,0.016926146345279107,0.25026230342435307,Normal
2026-03-09 09:39:45.428335,192.168.9.49,163.15.50.253,54605,22,UDP,842,1651,2493,9,0,0,0,0.01087037450895033,0.008893060643326447,0.27740975563967707,Normal
2026-03-09 09:36:21.428335,192.168.1.42,144.129.54.24,6745,445,UDP,429,4767,5196,9,0,0,0,0.012234517616127354,0.00419019840449842,0.07650128188872463,Normal
2026-03-09 09:40:08.428335,192.168.2.121,52.81.231.207,25582,53,TCP,1015,926,1941,9,0,0,0,0.012014153868706932,0.007268176535252304,0.05548979721231207,Normal
2026-03-09 09:32:22.428335,192.168.4.134,29.231.238.79,14128,443,UDP,1042,1632,2674,9,0,1,0,0.16373445800934502,0.01758685179977148,0.9508708762295668,Suspicious Login
2026-03-09 09:38:42.428335,192.168.0.28,149.163.26.4,21722,8080,UDP,1100,141,1241,9,0,1,0,0.016766783163098896,0.028903762531123763,0.13154904108325394,Normal
2026-03-09 09:32:25.428335,192.168.8.192,144.38.175.105,34071,53,UDP,398,1959,2357,9,0,0,0,0.19093337431301227,0.03932626408652527,0.6021454298382972,Suspicious Login
2026-03-09 09:32:18.428335,192.168.6.129,56.64.124.15,6755,8080,UDP,570,2967,3537,9,0,1,0,0.020952812922192046,0.003236318250146971,0.1438543544229472,Normal
2026-03-09 09:36:38.428335,192.168.6.249,81.33.45.144,59004,53,UDP,992,1878,2870,9,0,0,0,0.22079872990605193,0.039674814032411396,0.5429089684484513,Suspicious Login
2026-03-09 09:32:40.428335,192.168.9.206,199.237.51.79,14477,53,TCP,145,4655,4800,9,0,0,0,0.006017327313198548,0.025707913141619132,0.1646387231515966,Normal
2026-03-09 09:34:58.428335,192.168.1.18,8.182.8.215,30669,53,UDP,458,3507,3965,9,0,0,0,0.030365968749743004,0.02709762860252249,0.06592664040300511,Normal
2026-03-09 09:33:03.428335,192.168.10.14,97.107.148.225,56583,80,UDP,1838,7020,8858,9,0,1,0,0.0017702048705239594,0.012871930361986245,0.13430227698406483,Normal
2026-03-09 09:40:43.428335,192.168.1.148,7.225.77.74,4999,8080,TCP,817,1911,2728,9,0,1,0,0.022572702216827015,0.013301889207001495,0.09182718442342024,Normal
2026-03-09 09:35:13.428335,192.168.9.33,221.186.125.204,22610,443,UDP,354,5692,6046,9,0,1,0,0.020233046479598515,0.0,0.05608005855913761,Normal
2026-03-09 09:33:41.428335,192.168.9.249,52.46.60.188,52895,53,UDP,674,7268,7942,9,0,0,0,0.014632304021282745,0.018930309135984043,0.03254895777573183,Normal
2026-03-09 09:39:14.428335,192.168.4.232,204.91.54.31,61067,53,TCP,1100,5369,6469,9,0,0,0,0.021453379431857114,0.03895318683329205,0.04502883639860412,Normal
2026-03-09 09:33:05.428335,192.168.8.74,114.203.112.188,35496,445,UDP,353,1400,1753,9,0,0,0,0.1563003955515562,0.010757041439881048,0.6024522031430306,Suspicious Login
2026-03-09 09:37:06.428335,192.168.0.183,91.37.98.226,54602,53,TCP,1896,171,2067,9,0,0,0,0.03680470268272551,0.01979365706484552,0.031301536364193625,Normal
2026-03-09 09:34:40.428335,192.168.2.225,223.249.40.140,52954,8080,TCP,1017,6387,7404,9,0,1,0,0.03259097579600842,0.037767042652113225,0.15462933141888155,Normal
2026-03-09 09:39:06.428335,192.168.10.162,150.144.36.215,34228,8080,TCP,1701,6000,7701,9,0,1,0,0.1961546679528848,0.32054331075936954,0.9134286171185316,Account Takeover
2026-03-09 09:34:45.428335,192.168.10.120,192.168.7.225,24919,8080,UDP,63,1111,1174,9,0,1,1,0.02438161924322567,0.3427386590406033,0.8043736853191324,Privilege Abuse
2026-03-09 09:32:00.428335,192.168.3.250,5.164.115.192,45244,8080,UDP,1502,6785,8287,9,0,1,0,0.01573854049993252,0.010062066605282185,0.11425686349870269,Normal
2026-03-09 09:31:44.428335,192.168.5.98,163.218.169.68,30664,22,UDP,1375,7983,9358,9,0,0,0,0.00025320656916298645,0.0188658107424698,0.16138422046495118,Normal
2026-03-09 09:32:28.428335,192.168.1.66,66.249.131.113,23196,22,UDP,142,5055,5197,9,0,0,0,0.0,0.020984751676628513,0.16208770668597752,Normal
2026-03-09 09:36:48.428335,192.168.5.46,152.194.128.81,58595,443,UDP,242,7280,7522,9,0,1,0,0.028045047761217898,0.01934111902802403,0.15944313294586637,Normal
2026-03-09 09:38:21.428335,192.168.9.231,177.152.25.138,50410,8080,TCP,823,4233,5056,9,0,1,0,0.006914719974642941,0.01780675875899747,0.016370369101124133,Normal
2026-03-09 09:37:53.428335,192.168.2.97,112.247.22.26,12928,3389,UDP,1985,4996,6981,9,0,0,0,0.22452057601858594,0.009949165952610582,0.511916493246814,Suspicious Login
2026-03-09 09:41:08.428335,192.168.10.14,192.168.1.208,16069,443,UDP,791,158,949,9,0,1,1,0.007901240124853772,0.23105793687822834,0.9200063454220743,Privilege Abuse
2026-03-09 09:39:47.428335,192.168.3.125,192.168.1.42,59451,80,TCP,1968,1397,3365,9,0,1,1,0.022413119812047383,0.20484386194184642,0.7939680042434527,Privilege Abuse
2026-03-09 09:40:06.428335,192.168.9.210,35.23.143.188,31779,8080,TCP,1421,7789,9210,9,0,1,0,0.13631423961746655,0.03606512817516073,0.4685878459989846,Suspicious Login
2026-03-09 09:32:02.428335,192.168.7.240,192.168.6.212,15389,22,UDP,107,2490,2597,9,0,0,1,0.016875801475942434,0.18154821844529373,1.0,Privilege Abuse
2026-03-09 09:36:05.428335,192.168.0.11,94.117.27.49,27762,3389,UDP,873,6779,7652,9,0,0,0,0.03058141385781845,0.0054512001739749245,0.04224706460315247,Normal
2026-03-09 09:39:28.428335,192.168.8.111,44.204.72.22,54208,80,TCP,73,5522,5595,9,0,1,0,0.03890123507474146,0.03076483505444562,0.06858145608452064,Normal
2026-03-09 09:38:43.428335,192.168.9.3,197.26.88.225,3927,8080,TCP,695,3027,3722,9,0,1,0,0.09593335152537087,0.01962079765578336,0.6799518380355473,Suspicious Login
2026-03-09 09:36:31.428335,192.168.6.66,144.238.84.106,40341,22,TCP,1562,1142,2704,9,0,0,0,0.02043619439944207,0.014989388978898798,0.23482180892736113,Normal
2026-03-09 09:41:08.428335,192.168.9.85,143.67.58.187,35188,22,TCP,651,2057,2708,9,0,0,0,0.03518766247685074,0.014384863664044019,0.08180906678308424,Normal
2026-03-09 09:38:13.428335,192.168.6.153,14.51.162.216,15853,53,TCP,1274,1935,3209,9,0,0,0,0.029862179451916333,0.03967146005975736,0.0,Normal
2026-03-09 09:31:32.428335,192.168.9.232,192.168.3.130,24960,53,TCP,1342,1809,3151,9,0,0,1,0.03766163139610876,0.08603479524308977,0.6125167525730287,Privilege Abuse
2026-03-09 09:35:59.428335,192.168.4.154,41.8.29.254,54139,3389,UDP,1864,6682,8546,9,0,0,0,0.3276481694195988,0.2071964358723284,0.8512645696551148,Account Takeover
2026-03-09 09:39:00.428335,192.168.6.126,192.168.8.119,57459,8080,TCP,1848,2177,4025,9,0,1,1,0.024261110812962033,0.2423279152551809,0.5625331853970932,Privilege Abuse
2026-03-09 09:31:26.428335,192.168.9.101,205.211.18.138,9550,22,UDP,1492,7423,8915,9,0,0,0,0.022645033975930928,0.019457294772634234,0.14129949845444845,Normal
2026-03-09 09:40:14.428335,192.168.4.71,167.28.139.185,25967,53,TCP,591,3903,4494,9,0,0,0,0.025383764109107445,0.03082841622308992,0.13763331701332104,Normal
2026-03-09 09:32:18.428335,192.168.5.11,134.62.235.149,22873,8080,TCP,1616,1859,3475,9,0,1,0,0.23154770244440326,0.01507405045082165,0.28819857700553353,Suspicious Login
2026-03-09 09:31:28.428335,192.168.4.194,220.48.201.249,17075,22,TCP,1830,6846,8676,9,0,0,0,0.023336649888089808,0.02359411562117832,0.09856278976061664,Normal
2026-03-09 09:34:45.428335,192.168.2.228,192.168.1.205,22191,3389,UDP,915,1495,2410,9,0,0,1,0.029730754595190777,0.2544645856113282,0.5683717773710203,Privilege Abuse
2026-03-09 09:39:41.428335,192.168.3.95,27.71.47.228,3159,3389,UDP,894,2448,3342,9,0,0,0,0.02347128932564362,0.006918620429097825,0.04101222866387841,Normal
2026-03-09 09:40:26.428335,192.168.10.197,190.227.154.215,21430,53,TCP,1888,5480,7368,9,0,0,0,0.016965809834838485,0.005825117449539459,0.0,Normal
2026-03-09 09:33:04.428335,192.168.4.107,192.168.1.215,34073,80,UDP,1416,3109,4525,9,0,1,1,0.013891798559466616,0.16648150389044808,0.8926010826435775,Privilege Abuse
2026-03-09 09:39:58.428335,192.168.2.139,209.55.103.158,15880,53,TCP,628,1263,1891,9,0,0,0,0.020123335981338825,0.03252482618954125,0.18434405050728897,Normal
2026-03-09 09:31:27.428335,192.168.7.37,108.181.59.254,31183,80,UDP,1012,5431,6443,9,0,1,0,0.03689934809529153,0.02660588753567168,0.06931915833682181,Normal
2026-03-09 09:31:34.428335,192.168.4.232,12.54.7.171,59645,443,TCP,1830,7429,9259,9,0,1,0,0.0,0.015209907435942114,0.0,Normal
2026-03-09 09:36:00.428335,192.168.5.137,65.240.122.122,38078,22,TCP,129,4892,5021,9,0,0,0,0.0075199399778336385,0.030940445605199044,0.12138023045485236,Normal
2026-03-09 09:37:45.428335,192.168.10.54,11.142.187.81,21202,445,UDP,687,2714,3401,9,0,0,0,0.28327822330313956,0.011627377373524293,0.528928718686116,Suspicious Login
2026-03-09 09:39:13.428335,192.168.10.31,157.103.238.96,40662,8080,TCP,104,1613,1717,9,0,1,0,0.034030516765397485,0.01639791729706543,0.11203129550333633,Normal
2026-03-09 09:34:57.428335,192.168.3.170,129.229.92.232,3644,22,UDP,1338,7742,9080,9,0,0,0,0.020216675164893925,0.03433977620608538,0.06845173514177846,Normal
2026-03-09 09:33:06.428335,192.168.3.111,153.201.157.140,14515,443,UDP,589,1325,1914,9,0,1,0,0.007802697147668776,0.028473163639246714,0.12008310776767606,Normal
2026-03-09 09:34:55.428335,192.168.5.140,140.90.249.94,56546,8080,TCP,61,4165,4226,9,0,1,0,0.022315644558706303,0.027615650262679238,0.10403776524993325,Normal
2026-03-09 09:40:36.428335,192.168.8.100,157.224.31.105,23617,53,TCP,232,1906,2138,9,0,0,0,0.027064852808290907,0.019400395676559046,0.06843128043626168,Normal
2026-03-09 09:31:54.428335,192.168.7.224,117.229.221.114,14308,8080,UDP,314,1509,1823,9,0,1,0,0.27582921210813477,0.03114380319848599,0.3507592253708134,Suspicious Login
2026-03-09 09:38:03.428335,192.168.2.21,186.14.70.182,60768,3389,TCP,526,983,1509,9,0,0,0,0.01998741614751223,0.02754159255508906,0.016458245428086382,Normal
2026-03-09 09:33:10.428335,192.168.0.99,174.137.145.211,48198,53,TCP,1769,4961,6730,9,0,0,0,0.005718610164536231,0.02391384493020293,0.025962817974348365,Normal
2026-03-09 09:33:13.428335,192.168.3.147,120.226.164.171,46863,8080,UDP,900,3206,4106,9,0,1,0,0.02190683052064724,0.017351173959551804,0.07812794458384366,Normal
2026-03-09 09:35:08.428335,192.168.0.128,210.89.206.53,23119,53,TCP,968,3853,4821,9,0,0,0,0.03217001274697602,0.017406049966198843,0.19589079750271055,Normal
2026-03-09 09:38:22.428335,192.168.8.67,145.164.114.35,9288,22,TCP,1258,5172,6430,9,0,0,0,0.0018518226598948917,0.02996123297257971,0.06768423767565812,Normal
2026-03-09 09:38:26.428335,192.168.5.137,107.115.153.18,58098,80,UDP,134,6017,6151,9,0,1,0,0.0229197318946555,0.00967854668679665,0.11980194456587927,Normal
2026-03-09 09:36:16.428335,192.168.9.173,24.43.218.29,41178,53,TCP,1657,912,2569,9,0,0,0,0.1163733161951495,0.0532086995686704,0.6704492705299198,Suspicious Login
2026-03-09 09:39:18.428335,192.168.9.12,70.204.228.242,46994,53,UDP,407,240,647,9,0,0,0,0.019699547088361517,0.010672355588120524,0.15679584904490101,Normal
2026-03-09 09:36:32.428335,192.168.2.193,39.204.224.61,10899,53,TCP,490,6722,7212,9,0,0,0,0.017832068266214144,0.025784662530789915,0.09832394520167506,Normal
2026-03-09 09:32:07.428335,192.168.2.132,27.196.190.208,41679,22,UDP,56,2015,2071,9,0,0,0,0.00270736006955493,0.013587787654840283,0.1314633466894395,Normal
2026-03-09 09:33:49.428335,192.168.4.25,176.209.8.88,43279,53,UDP,99,1153,1252,9,0,0,0,0.0,0.01628392344565513,0.0,Normal
2026-03-09 09:34:59.428335,192.168.4.193,77.39.166.191,24452,53,UDP,1594,562,2156,9,0,0,0,0.014846476395318366,0.020707142829752775,0.09943804748840979,Normal
2026-03-09 09:31:46.428335,192.168.0.213,193.5.251.68,45832,53,UDP,1027,6529,7556,9,0,0,0,0.015591266728967827,0.030142587769291414,0.09989276305242122,Normal
2026-03-09 09:33:38.428335,192.168.8.46,75.18.143.112,43670,22,TCP,1193,2391,3584,9,0,0,0,0.2683173873974544,0.02061195385463359,0.5410665435597363,Suspicious Login
2026-03-09 09:34:41.428335,192.168.7.74,10.119.89.56,20737,8080,UDP,1738,5068,6806,9,0,1,0,0.016449759712529256,0.04504706420120738,0.14920466772933746,Normal
